Clf_Number	Acc_Arab	Acc_Pisum	Acc_Oryza
0.0	0.886	0.9191176470588235	0.8601307189542484
1.0	0.884	0.9264705882352942	0.8549019607843137
2.0	0.884	0.9191176470588235	0.8601307189542484
3.0	0.885	0.9264705882352942	0.857516339869281
4.0	0.887	0.9264705882352942	0.865359477124183
5.0	0.888	0.9117647058823529	0.8588235294117647
6.0	0.886	0.9191176470588235	0.8614379084967321
7.0	0.887	0.9264705882352942	0.8640522875816994
8.0	0.882	0.9191176470588235	0.8614379084967321
9.0	0.883	0.9191176470588235	0.8640522875816994
10.0	0.886	0.9191176470588235	0.8627450980392157
11.0	0.885	0.9044117647058824	0.8640522875816994
12.0	0.885	0.9264705882352942	0.857516339869281
13.0	0.881	0.9117647058823529	0.8601307189542484
14.0	0.888	0.9117647058823529	0.8614379084967321
15.0	0.889	0.9191176470588235	0.8666666666666667
16.0	0.888	0.9264705882352942	0.865359477124183
17.0	0.884	0.9264705882352942	0.857516339869281
18.0	0.886	0.9117647058823529	0.869281045751634
19.0	0.883	0.9264705882352942	0.865359477124183
20.0	0.885	0.9264705882352942	0.8666666666666667
21.0	0.883	0.9117647058823529	0.8601307189542484
22.0	0.885	0.9117647058823529	0.865359477124183
23.0	0.884	0.9191176470588235	0.8627450980392157
24.0	0.887	0.9191176470588235	0.8614379084967321
25.0	0.885	0.9264705882352942	0.865359477124183
26.0	0.883	0.9191176470588235	0.857516339869281
27.0	0.883	0.9044117647058824	0.8640522875816994
28.0	0.886	0.9191176470588235	0.8601307189542484
29.0	0.883	0.9191176470588235	0.8627450980392157
30.0	0.885	0.9191176470588235	0.8601307189542484
31.0	0.886	0.9117647058823529	0.8627450980392157
32.0	0.888	0.9117647058823529	0.8601307189542484
33.0	0.885	0.9191176470588235	0.869281045751634
34.0	0.887	0.9117647058823529	0.8549019607843137
35.0	0.886	0.9264705882352942	0.8679738562091504
36.0	0.888	0.9191176470588235	0.857516339869281
37.0	0.887	0.9191176470588235	0.857516339869281
38.0	0.885	0.9044117647058824	0.865359477124183
39.0	0.884	0.9264705882352942	0.8601307189542484
40.0	0.888	0.9191176470588235	0.865359477124183
41.0	0.888	0.9044117647058824	0.8614379084967321
42.0	0.885	0.9191176470588235	0.8588235294117647
43.0	0.886	0.9191176470588235	0.8588235294117647
44.0	0.893	0.9264705882352942	0.8588235294117647
45.0	0.888	0.9117647058823529	0.8666666666666667
46.0	0.889	0.9117647058823529	0.8601307189542484
47.0	0.885	0.9117647058823529	0.857516339869281
48.0	0.887	0.9044117647058824	0.869281045751634
49.0	0.891	0.9117647058823529	0.869281045751634
50.0	0.893	0.9191176470588235	0.8614379084967321
51.0	0.888	0.9117647058823529	0.857516339869281
52.0	0.88	0.9191176470588235	0.865359477124183
53.0	0.885	0.9117647058823529	0.8588235294117647
54.0	0.886	0.9191176470588235	0.8601307189542484
55.0	0.885	0.9264705882352942	0.8614379084967321
56.0	0.886	0.9191176470588235	0.8614379084967321
57.0	0.889	0.9191176470588235	0.8627450980392157
58.0	0.881	0.9044117647058824	0.8627450980392157
59.0	0.883	0.9264705882352942	0.869281045751634
60.0	0.884	0.9044117647058824	0.8588235294117647
61.0	0.886	0.9191176470588235	0.8640522875816994
62.0	0.887	0.9117647058823529	0.8614379084967321
63.0	0.884	0.9117647058823529	0.865359477124183
64.0	0.883	0.9044117647058824	0.8627450980392157
65.0	0.885	0.9117647058823529	0.8627450980392157
66.0	0.884	0.9191176470588235	0.8562091503267973
67.0	0.887	0.9264705882352942	0.8588235294117647
68.0	0.884	0.9117647058823529	0.8627450980392157
69.0	0.886	0.9117647058823529	0.869281045751634
70.0	0.886	0.9191176470588235	0.8705882352941177
71.0	0.886	0.9191176470588235	0.8640522875816994
72.0	0.888	0.9191176470588235	0.8588235294117647
73.0	0.887	0.9191176470588235	0.869281045751634
74.0	0.885	0.9191176470588235	0.8601307189542484
75.0	0.887	0.9191176470588235	0.8588235294117647
76.0	0.883	0.9044117647058824	0.8627450980392157
77.0	0.888	0.9191176470588235	0.8549019607843137
78.0	0.888	0.9191176470588235	0.857516339869281
79.0	0.886	0.9117647058823529	0.8627450980392157
80.0	0.888	0.9117647058823529	0.8679738562091504
81.0	0.887	0.9191176470588235	0.8627450980392157
82.0	0.888	0.9117647058823529	0.8588235294117647
83.0	0.891	0.9117647058823529	0.8640522875816994
84.0	0.887	0.9117647058823529	0.8640522875816994
85.0	0.882	0.9264705882352942	0.8601307189542484
86.0	0.886	0.9117647058823529	0.865359477124183
87.0	0.885	0.9191176470588235	0.865359477124183
88.0	0.886	0.9117647058823529	0.8627450980392157
89.0	0.884	0.9117647058823529	0.8588235294117647
90.0	0.89	0.9044117647058824	0.865359477124183
91.0	0.884	0.9191176470588235	0.8549019607843137
92.0	0.888	0.9117647058823529	0.857516339869281
93.0	0.885	0.9117647058823529	0.8640522875816994
94.0	0.887	0.9117647058823529	0.865359477124183
95.0	0.889	0.9191176470588235	0.8614379084967321
96.0	0.886	0.9191176470588235	0.8627450980392157
97.0	0.884	0.9191176470588235	0.8601307189542484
98.0	0.885	0.9044117647058824	0.8601307189542484
99.0	0.882	0.9191176470588235	0.8627450980392157
100.0	0.89	0.9191176470588235	0.865359477124183
101.0	0.886	0.9191176470588235	0.8666666666666667
102.0	0.889	0.9191176470588235	0.8614379084967321
103.0	0.883	0.9117647058823529	0.8588235294117647
104.0	0.887	0.9044117647058824	0.865359477124183
105.0	0.885	0.9191176470588235	0.8601307189542484
106.0	0.884	0.9191176470588235	0.8614379084967321
107.0	0.885	0.9044117647058824	0.865359477124183
108.0	0.885	0.9117647058823529	0.857516339869281
109.0	0.886	0.9191176470588235	0.8666666666666667
110.0	0.885	0.9191176470588235	0.8614379084967321
111.0	0.888	0.9191176470588235	0.8627450980392157
112.0	0.886	0.9117647058823529	0.857516339869281
113.0	0.89	0.9191176470588235	0.8601307189542484
114.0	0.885	0.9117647058823529	0.8679738562091504
115.0	0.887	0.9264705882352942	0.8705882352941177
116.0	0.884	0.9117647058823529	0.8640522875816994
117.0	0.886	0.9044117647058824	0.8614379084967321
118.0	0.887	0.9117647058823529	0.8614379084967321
119.0	0.883	0.9191176470588235	0.8627450980392157
120.0	0.891	0.9191176470588235	0.8601307189542484
121.0	0.885	0.9191176470588235	0.8640522875816994
122.0	0.885	0.9117647058823529	0.8679738562091504
123.0	0.888	0.9191176470588235	0.8614379084967321
124.0	0.889	0.9264705882352942	0.8601307189542484
125.0	0.885	0.9117647058823529	0.8666666666666667
126.0	0.883	0.9117647058823529	0.8640522875816994
127.0	0.886	0.9191176470588235	0.8588235294117647
128.0	0.89	0.9338235294117647	0.8588235294117647
129.0	0.881	0.9117647058823529	0.8614379084967321
130.0	0.884	0.9117647058823529	0.865359477124183
131.0	0.884	0.9191176470588235	0.8627450980392157
132.0	0.889	0.9191176470588235	0.8679738562091504
133.0	0.887	0.9264705882352942	0.8627450980392157
134.0	0.885	0.9191176470588235	0.8627450980392157
135.0	0.885	0.9117647058823529	0.8614379084967321
136.0	0.887	0.9044117647058824	0.8627450980392157
137.0	0.885	0.9191176470588235	0.8614379084967321
138.0	0.885	0.9191176470588235	0.869281045751634
139.0	0.881	0.9117647058823529	0.8614379084967321
140.0	0.884	0.9264705882352942	0.8627450980392157
141.0	0.886	0.9117647058823529	0.865359477124183
142.0	0.89	0.9191176470588235	0.8588235294117647
143.0	0.889	0.9117647058823529	0.8614379084967321
144.0	0.89	0.9191176470588235	0.869281045751634
145.0	0.888	0.9117647058823529	0.8627450980392157
146.0	0.886	0.9191176470588235	0.8640522875816994
147.0	0.885	0.9117647058823529	0.8562091503267973
148.0	0.887	0.9191176470588235	0.857516339869281
149.0	0.887	0.9117647058823529	0.865359477124183
150.0	0.886	0.9264705882352942	0.8614379084967321
151.0	0.882	0.9117647058823529	0.8640522875816994
152.0	0.887	0.9117647058823529	0.8588235294117647
153.0	0.887	0.9117647058823529	0.8614379084967321
154.0	0.888	0.9117647058823529	0.8666666666666667
155.0	0.885	0.9117647058823529	0.8640522875816994
156.0	0.888	0.9191176470588235	0.8627450980392157
157.0	0.884	0.9191176470588235	0.865359477124183
158.0	0.886	0.9117647058823529	0.8588235294117647
159.0	0.881	0.9191176470588235	0.8614379084967321
160.0	0.889	0.9191176470588235	0.8666666666666667
161.0	0.884	0.9191176470588235	0.8666666666666667
162.0	0.888	0.9117647058823529	0.8666666666666667
163.0	0.887	0.9117647058823529	0.8666666666666667
164.0	0.884	0.9264705882352942	0.857516339869281
165.0	0.886	0.9044117647058824	0.8718954248366013
166.0	0.888	0.9191176470588235	0.8640522875816994
167.0	0.884	0.9191176470588235	0.8588235294117647
168.0	0.887	0.9117647058823529	0.8588235294117647
169.0	0.887	0.9191176470588235	0.857516339869281
170.0	0.883	0.9117647058823529	0.857516339869281
171.0	0.883	0.9191176470588235	0.8601307189542484
172.0	0.888	0.9117647058823529	0.8640522875816994
173.0	0.884	0.9191176470588235	0.8627450980392157
174.0	0.886	0.9191176470588235	0.8614379084967321
175.0	0.889	0.9117647058823529	0.8679738562091504
176.0	0.887	0.9117647058823529	0.8614379084967321
177.0	0.889	0.9264705882352942	0.873202614379085
178.0	0.888	0.9117647058823529	0.8679738562091504
179.0	0.885	0.9044117647058824	0.8666666666666667
180.0	0.891	0.9117647058823529	0.8640522875816994
181.0	0.888	0.9191176470588235	0.8640522875816994
182.0	0.887	0.9191176470588235	0.8666666666666667
183.0	0.886	0.9338235294117647	0.8640522875816994
184.0	0.882	0.9191176470588235	0.865359477124183
185.0	0.888	0.9117647058823529	0.8666666666666667
186.0	0.88	0.9191176470588235	0.8666666666666667
187.0	0.884	0.9191176470588235	0.8679738562091504
188.0	0.884	0.9191176470588235	0.8640522875816994
189.0	0.884	0.9117647058823529	0.8627450980392157
190.0	0.883	0.9191176470588235	0.8601307189542484
191.0	0.883	0.9264705882352942	0.8588235294117647
192.0	0.883	0.9117647058823529	0.8627450980392157
193.0	0.887	0.9191176470588235	0.865359477124183
194.0	0.886	0.9191176470588235	0.8627450980392157
195.0	0.887	0.9117647058823529	0.8627450980392157
196.0	0.885	0.9117647058823529	0.8640522875816994
197.0	0.887	0.9117647058823529	0.8627450980392157
198.0	0.89	0.9191176470588235	0.8627450980392157
199.0	0.886	0.9044117647058824	0.8614379084967321
200.0	0.884	0.9191176470588235	0.8601307189542484
201.0	0.887	0.9117647058823529	0.8640522875816994
202.0	0.881	0.9264705882352942	0.8627450980392157
203.0	0.888	0.9191176470588235	0.8562091503267973
204.0	0.885	0.9264705882352942	0.8601307189542484
205.0	0.888	0.9191176470588235	0.8614379084967321
206.0	0.884	0.9191176470588235	0.8614379084967321
207.0	0.89	0.9117647058823529	0.8640522875816994
208.0	0.881	0.9191176470588235	0.8601307189542484
209.0	0.89	0.9117647058823529	0.8614379084967321
210.0	0.879	0.9117647058823529	0.85359477124183
211.0	0.884	0.9191176470588235	0.8588235294117647
212.0	0.889	0.9191176470588235	0.8588235294117647
213.0	0.885	0.9117647058823529	0.8601307189542484
214.0	0.884	0.9191176470588235	0.8614379084967321
215.0	0.884	0.9191176470588235	0.8614379084967321
216.0	0.889	0.9191176470588235	0.869281045751634
217.0	0.89	0.9117647058823529	0.857516339869281
218.0	0.889	0.9117647058823529	0.8640522875816994
219.0	0.889	0.9264705882352942	0.8640522875816994
220.0	0.886	0.9117647058823529	0.857516339869281
221.0	0.887	0.9191176470588235	0.869281045751634
222.0	0.885	0.9117647058823529	0.8562091503267973
223.0	0.889	0.9191176470588235	0.869281045751634
224.0	0.883	0.9117647058823529	0.8627450980392157
225.0	0.888	0.9191176470588235	0.857516339869281
226.0	0.883	0.9191176470588235	0.8640522875816994
227.0	0.887	0.9191176470588235	0.8614379084967321
228.0	0.886	0.9044117647058824	0.8627450980392157
229.0	0.881	0.9117647058823529	0.857516339869281
230.0	0.888	0.9191176470588235	0.8640522875816994
231.0	0.89	0.9117647058823529	0.8666666666666667
232.0	0.888	0.9191176470588235	0.8614379084967321
233.0	0.881	0.9117647058823529	0.8666666666666667
234.0	0.883	0.9117647058823529	0.8640522875816994
235.0	0.887	0.9264705882352942	0.8614379084967321
236.0	0.883	0.9191176470588235	0.8627450980392157
237.0	0.888	0.9117647058823529	0.8601307189542484
238.0	0.884	0.9191176470588235	0.8562091503267973
239.0	0.886	0.9191176470588235	0.8640522875816994
240.0	0.887	0.9044117647058824	0.8588235294117647
241.0	0.878	0.9044117647058824	0.8627450980392157
242.0	0.888	0.9117647058823529	0.8601307189542484
243.0	0.886	0.9264705882352942	0.8666666666666667
244.0	0.887	0.9117647058823529	0.8614379084967321
245.0	0.884	0.9264705882352942	0.8614379084967321
246.0	0.889	0.9191176470588235	0.8562091503267973
247.0	0.892	0.9191176470588235	0.8588235294117647
248.0	0.885	0.9191176470588235	0.8627450980392157
249.0	0.891	0.9191176470588235	0.8588235294117647
250.0	0.885	0.9264705882352942	0.8640522875816994
251.0	0.881	0.9191176470588235	0.8679738562091504
252.0	0.887	0.9191176470588235	0.8614379084967321
253.0	0.885	0.9191176470588235	0.8627450980392157
254.0	0.883	0.9191176470588235	0.8627450980392157
255.0	0.886	0.9117647058823529	0.8588235294117647
256.0	0.887	0.9117647058823529	0.869281045751634
257.0	0.886	0.9264705882352942	0.8601307189542484
258.0	0.88	0.9191176470588235	0.8601307189542484
259.0	0.891	0.9117647058823529	0.865359477124183
260.0	0.884	0.9117647058823529	0.8627450980392157
261.0	0.883	0.9117647058823529	0.8627450980392157
262.0	0.881	0.9191176470588235	0.8601307189542484
263.0	0.881	0.9264705882352942	0.8627450980392157
264.0	0.886	0.9117647058823529	0.8627450980392157
265.0	0.884	0.9117647058823529	0.8666666666666667
266.0	0.889	0.9044117647058824	0.8640522875816994
267.0	0.882	0.9117647058823529	0.8588235294117647
268.0	0.882	0.9191176470588235	0.8614379084967321
269.0	0.885	0.9117647058823529	0.8601307189542484
270.0	0.888	0.9191176470588235	0.8601307189542484
271.0	0.891	0.9191176470588235	0.8679738562091504
272.0	0.887	0.9044117647058824	0.8588235294117647
273.0	0.889	0.9264705882352942	0.8627450980392157
274.0	0.89	0.9117647058823529	0.8627450980392157
275.0	0.884	0.9117647058823529	0.857516339869281
276.0	0.89	0.9191176470588235	0.8614379084967321
277.0	0.886	0.9044117647058824	0.865359477124183
278.0	0.887	0.9044117647058824	0.865359477124183
279.0	0.884	0.9191176470588235	0.8614379084967321
280.0	0.881	0.9044117647058824	0.8614379084967321
281.0	0.887	0.9044117647058824	0.8640522875816994
282.0	0.884	0.9191176470588235	0.865359477124183
283.0	0.886	0.9191176470588235	0.8614379084967321
284.0	0.884	0.9044117647058824	0.8640522875816994
285.0	0.887	0.9117647058823529	0.8627450980392157
286.0	0.889	0.9191176470588235	0.8601307189542484
287.0	0.888	0.9117647058823529	0.865359477124183
288.0	0.886	0.9264705882352942	0.8627450980392157
289.0	0.885	0.9117647058823529	0.8640522875816994
290.0	0.888	0.9191176470588235	0.857516339869281
291.0	0.887	0.9191176470588235	0.865359477124183
292.0	0.89	0.9264705882352942	0.8614379084967321
293.0	0.888	0.9191176470588235	0.8614379084967321
294.0	0.886	0.9191176470588235	0.8614379084967321
295.0	0.891	0.9117647058823529	0.8666666666666667
296.0	0.882	0.9191176470588235	0.865359477124183
297.0	0.886	0.9264705882352942	0.8640522875816994
298.0	0.886	0.9191176470588235	0.8666666666666667
299.0	0.88	0.9264705882352942	0.8640522875816994
